"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3130000","3130000-101-2014-00541","2014-07-09","","01","영업/정상","01","영업","","","","","","111.58","121-868","서울특별시 마포구 연남동 488-4","서울특별시 마포구 성미산로 109, 1층 101호 (연남동)","03977","로앤쿡드","2024-08-20 13:50:33","U","2023-12-07 22:02:00.0","경양식","192778.325635946","451103.156845867","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00545","20140710","","01","영업/정상","01","영업","","","","","","52.00","121830","서울특별시 마포구 상암동 2-68번지 1층 ","서울특별시 마포구 성암로15길 11, 1층 (상암동)","03927","소문난김치볶음집","2016-12-27 10:21:26","I","2018-08-31 23:59:59.0","한식","190726.005500022    ","452890.279026851    ","한식","","","","","","","","","","","","","","N","52","","",""
"3130000","3130000-101-2014-00546","20140710","","01","영업/정상","01","영업","","","","","","99.64","121869","서울특별시 마포구 연남동 567-39번지 1층 ","서울특별시 마포구 월드컵북로6길 93, 1층 (연남동)","03990","오이도(52nd Street)","2014-07-10 13:45:47","I","2018-08-31 23:59:59.0","호프/통닭","193110.63998375     ","450912.056703744    ","호프/통닭","","","","","","","","","","","","","","N","99.64","","",""
"3130000","3130000-101-2014-00550","20140711","","01","영업/정상","01","영업","","","","","07088713362","71.34","121836","서울특별시 마포구 서교동 336-2번지 2층 ","서울특별시 마포구 와우산로29길 19, 2층 (서교동)","04053","릴리즈바(Lilys Bar)","2018-10-18 13:29:21","U","2018-10-20 02:37:34.0","까페","193633.307584925    ","450292.045137766    ","까페","","","","","","","","","","","","","","N","71.34","","",""
"3130000","3130000-101-2014-00551","20140711","","01","영업/정상","01","영업","","","","","","118.00","121827","서울특별시 마포구 망원동 517번지 마포영화블렌하임 101동 16,18,19호 ","서울특별시 마포구 월드컵로25길 26 (망원동, 마포영화블렌하임 101동 16,18,19호)","03964","카페하임","2018-06-07 09:52:05","I","2018-08-31 23:59:59.0","까페","191651.529315787    ","450694.803472189    ","까페","","","","","","","","","","","","","","N","118","","",""
"3130000","3130000-101-2014-00555","2014-07-14","","01","영업/정상","01","영업","","","","","","41.23","121-819","서울특별시 마포구 동교동 204-20 1층일부","서울특별시 마포구 동교로27길 25 (동교동, 1층일부)","03993","대륙포차","2024-04-11 13:43:38","U","2023-12-03 23:03:00.0","경양식","193053.075330457","450760.777634936","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00560","20140715","","01","영업/정상","01","영업","","","","","","65.00","121829","서울특별시 마포구 상수동 331-15번지 SDC빌딩A동 지하1층 ","서울특별시 마포구 와우산로 20 (상수동, SDC빌딩A동 지하1층)","04075","리플레이","2017-02-06 15:56:54","I","2018-08-31 23:59:59.0","일식","193139.339254566    ","449317.271666111    ","일식","","","","","","","","","","","","","","N","65","","",""
"3130000","3130000-101-2014-00563","20140716","","01","영업/정상","01","영업","","","","","","405.81","121893","서울특별시 마포구 서교동 364-26 지하2층 ","서울특별시 마포구 와우산로21길 31 (서교동, 지하2층 )","04041","장가네","2021-12-10 12:27:19","U","2021-12-14 02:40:00.0","호프/통닭","193048.597980722    ","450001.931077355    ","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","405.81","","",""
"3130000","3130000-101-2014-00566","20140717","","01","영업/정상","01","영업","","","","","","49.32","121835","서울특별시 마포구 상암동 1465번지 1층 ","서울특별시 마포구 성암로13길 14, 1층 (상암동)","03930","오시리야주방","2016-06-13 13:09:41","I","2018-08-31 23:59:59.0","호프/통닭","190790.716951844    ","452789.435383772    ","호프/통닭","","","","","","","","","","","","","","N","49.32","","",""
"3130000","3130000-101-2014-00567","20140717","","01","영업/정상","01","영업","","","","","","156.57","121810","서울특별시 마포구 대흥동 337-80번지 ","서울특별시 마포구 대흥로 64, 1층 (대흥동)","04150","개성손만두","2018-06-08 16:53:46","I","2018-08-31 23:59:59.0","한식","194659.635471285    ","449288.675209187    ","한식","","","","","","","","","","","","","","N","156.57","","",""
"3130000","3130000-101-2014-00571","20140718","","01","영업/정상","01","영업","","","","","","76.88","121836","서울특별시 마포구 서교동 332-19번지 ","서울특별시 마포구 와우산로29바길 11, 2층 (서교동)","04053","오즈(OZ)","2015-03-09 10:15:58","I","2018-08-31 23:59:59.0","호프/통닭","193407.123523658    ","450399.04491193     ","호프/통닭","","","","","","","","","","","","","","N","76.88","","",""
"3130000","3130000-101-2014-00573","20140718","","01","영업/정상","01","영업","","","","","","43.50","121865","서울특별시 마포구 연남동 228-9 지1층 ","서울특별시 마포구 동교로 266-5, 지1층 (연남동)","03982","더 단단","2021-09-03 10:49:17","U","2021-09-05 02:40:00.0","한식","193369.506314332    ","451209.355752539    ","한식","","","","","","","","","","","","","","N","43.5","","",""
"3130000","3130000-101-2014-00575","2014-07-21","","01","영업/정상","01","영업","","","","","","50.86","121-904","서울특별시 마포구 상암동 1601","서울특별시 마포구 월드컵북로 402, B122호 (상암동, KGIT센터)","03925","육파장","2024-06-20 15:30:13","U","2023-12-05 22:02:00.0","한식","190125.564768858","453090.149821248","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00576","20140721","","01","영업/정상","01","영업","","","","","","32.80","121829","서울특별시 마포구 상수동 324-7번지 ","서울특별시 마포구 독막로 82 (상수동, 1층일부)","04074","심야식당킨빠","2017-08-28 16:38:23","I","2018-08-31 23:59:59.0","한식","193079.419538807    ","449483.557214134    ","한식","","","","","","","","","","","","","","N","32.8","","",""
"3130000","3130000-101-2014-00579","2014-07-22","","01","영업/정상","01","영업","","","","","","93.35","121-865","서울특별시 마포구 연남동 229-67 1층 일부","서울특별시 마포구 동교로 267 (연남동, 1층 일부)","03983","소이연남","2024-05-07 13:14:21","U","2023-12-05 00:09:00.0","기타","193338.529048776","451250.959894973","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00580","20140722","","01","영업/정상","01","영업","","","","","","40.00","121070","서울특별시 마포구 용강동 502 래미안 마포 리버웰 ","서울특별시 마포구 토정로31길 23, 121동 104호(래미안 마포 리버웰단지내상가 지하1층) (용강동)","04161","어부네","2021-09-23 11:33:08","U","2021-09-25 02:40:00.0","통닭(치킨)","194792.946492694    ","448900.109548096    ","통닭(치킨)","0","0","","","","0","0","0","0","0","","0","0","N","40","","",""
"3130000","3130000-101-2014-00584","20140723","","01","영업/정상","01","영업","","","","","","179.07","121854","서울특별시 마포구 신수동 10-2 2층 ","서울특별시 마포구 백범로 68, 2층 (신수동)","04110","바다양푼이동태탕&고기마니밥마니","2021-09-03 09:17:45","U","2021-09-05 02:40:00.0","한식","194549.922985317    ","449633.793583481    ","한식","0","0","","","","0","0","0","0","0","","0","0","Y","179.07","","",""
"3130000","3130000-101-2014-00585","20140723","","01","영업/정상","01","영업","","","","","","28.33","121836","서울특별시 마포구 서교동 327-27번지 지층일부(우측) ","서울특별시 마포구 와우산로29길 4-36 (서교동, 지층일부(우측))","04052","아틀란티스(ATLANTIS)","2014-07-23 15:48:12","I","2018-08-31 23:59:59.0","호프/통닭","193713.330438911    ","450322.961262428    ","호프/통닭","","","","","","","","","","","","","","N","28.33","","",""
"3130000","3130000-101-2014-00589","2014-07-24","","01","영업/정상","01","영업","","","","","","58.57","121-865","서울특별시 마포구 연남동 255-25","서울특별시 마포구 성미산로28길 41, 1층 (연남동)","03984","소코","2024-01-02 11:28:26","U","2023-12-01 00:04:00.0","일식","193189.051991954","451109.023225057","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00594","20140725","","01","영업/정상","01","영업","","","","","","15.39","121809","서울특별시 마포구 대흥동 248-18번지 1층일부 ","서울특별시 마포구 대흥로 78 (대흥동, 1층일부)","04149","프랜드","2014-07-25 10:09:22","I","2018-08-31 23:59:59.0","호프/통닭","194750.956105294    ","449423.393125672    ","호프/통닭","","","","","","","","","","","","","","N","15.39","","",""
"3130000","3130000-101-2014-00595","2014-07-25","","01","영업/정상","01","영업","","","","","","53.30","121-830","서울특별시 마포구 상암동 21-10 1층","서울특별시 마포구 월드컵북로48길 41 (상암동)","03927","공간","2023-10-11 15:20:05","U","2022-10-30 23:03:00.0","까페","190717.923063064","452820.225618092","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00597","20140725","","01","영업/정상","01","영업","","","","","","39.00","121030","서울특별시 마포구 신공덕동 171 KCC웰츠타워 일부 101호","서울특별시 마포구 백범로 202, 101 일부호 (신공덕동)","04196","해미소 참치","2021-01-27 14:13:41","U","2021-01-29 02:40:00.0","일식","195729.493881417    ","448955.17308073     ","일식","","","","","","","","","","","","","","N","39","","",""
"3130000","3130000-101-2014-00602","20140729","","01","영업/정상","01","영업","","","","","","91.53","121903","서울특별시 마포구 망원동 415-26번지 1층 ","서울특별시 마포구 망원로 66, 1층 (망원동)","04009","망원동고기집","2017-06-01 11:52:25","I","2018-08-31 23:59:59.0","한식","191466.431568114    ","450534.993631629    ","한식","","","","","","","","","","","","","","N","91.53","","",""
"3130000","3130000-101-2014-00604","20140729","","01","영업/정상","01","영업","","","","","","74.36","121270","서울특별시 마포구 상암동 1751번지 대원빌딩 101-2호 ","서울특별시 마포구 월드컵북로 497 (상암동, 대원빌딩 101-2호)","03902","호치킨상암9단지점","2018-05-03 13:18:24","I","2018-08-31 23:59:59.0","호프/통닭","189286.651086068    ","453577.133041615    ","호프/통닭","","","","","","","","","","","","","","N","74.36","","",""
"3130000","3130000-101-2014-00607","2014-07-30","","01","영업/정상","01","영업","","","","","","90.00","121-819","서울특별시 마포구 동교동 200-24 2층","서울특별시 마포구 동교로 201, 2층 (동교동)","03993","더블플레이치킨 홍대본점","2023-02-20 14:12:32","U","2022-12-01 22:02:00.0","까페","193122.547679096","450663.955453507","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00610","20140731","","01","영업/정상","01","영업","","","","","0234061720","274.02","121904","서울특별시 마포구 상암동 1604번지 2층 일부 ","서울특별시 마포구 성암로 255, 2층 (상암동, 일부)","03925","(주)엠에프지코리아매드포갈릭상암엠비씨점","2019-01-09 14:10:15","U","2019-01-11 02:40:00.0","경양식","190373.610758494    ","453112.077787463    ","경양식","","","","","","","","","","","","","","N","274.02","","",""
"3130000","3130000-101-2014-00612","20140731","","01","영업/정상","01","영업","","","","","","26.44","121865","서울특별시 마포구 연남동 227-15번지 ","서울특별시 마포구 성미산로 198, 1층 (연남동, 일부)","03982","메르센","2014-07-31 18:08:43","I","2018-08-31 23:59:59.0","까페","193456.606360958    ","451125.467333415    ","까페","","","","","","","","","","","","","","N","26.44","","",""
"3130000","3130000-101-2014-00616","20140801","","01","영업/정상","01","영업","","","","","","64.64","121837","서울특별시 마포구 서교동 347-6번지 지하1층 ","서울특별시 마포구 어울마당로 136-16 (서교동, 지하1층)","04053","더에일","2015-05-18 14:26:34","I","2018-08-31 23:59:59.0","까페","193332.981589883    ","450390.588312277    ","까페","","","","","","","","","","","","","","N","64.64","","",""
"3130000","3130000-101-2014-00619","2014-08-04","","01","영업/정상","01","영업","","","","","0220383182","73.76","121-837","서울특별시 마포구 서교동 346-42 1층","서울특별시 마포구 어울마당로 122-1, 1층 (서교동)","04055","헤이티 서울홍대점","2024-06-26 13:51:18","U","2023-12-05 22:08:00.0","경양식","193207.791495502","450353.912031665","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00622","20140804","","01","영업/정상","01","영업","","","","","","186.35","121830","서울특별시 마포구 상암동 37-1번지 1층~3층 ","서울특별시 마포구 월드컵북로 342 (상암동, 1층~3층)","03930","봉참치","2014-08-04 13:57:57","I","2018-08-31 23:59:59.0","일식","190578.25161286     ","452680.690044154    ","일식","","","","","","","","","","","","","","N","186.35","","",""
"3130000","3130000-101-2014-00623","20140804","","01","영업/정상","01","영업","","","","","","49.79","121830","서울특별시 마포구 상암동 11-7 1층 ","서울특별시 마포구 월드컵북로44길 76-12 (상암동, 1층)","03927","모카리아","2020-12-01 11:33:40","U","2020-12-03 02:40:00.0","까페","190576.095555815    ","452867.572459938    ","까페","","","","","","","","","","","","","","N","49.79","","",""
"3130000","3130000-101-2014-00624","20140804","","01","영업/정상","01","영업","","","","","","225.19","121893","서울특별시 마포구 서교동 371-3번지 1,2층 ","서울특별시 마포구 양화로16길 6, 1,2층 (서교동)","04038","교촌치킨홍대점","2018-06-11 15:44:17","I","2018-08-31 23:59:59.0","일식","192873.285963655    ","450150.3756181      ","일식","","","","","","","","","","","","","","Y","225.19","","",""
"3130000","3130000-101-2014-00626","20140805","","01","영업/정상","01","영업","","","","","02   7499996","62.59","121829","서울특별시 마포구 상수동 314-3번지 2층 ","서울특별시 마포구 독막로15길 3-13, 2층 (상수동)","04049","CIURICIURI","2014-08-05 11:08:08","I","2018-08-31 23:59:59.0","경양식","192977.386942406    ","449577.478844817    ","경양식","","","","","","","","","","","","","","N","62.59","","",""
"3130000","3130000-101-2014-00627","20140805","","01","영업/정상","01","영업","","","","","","40.00","121876","서울특별시 마포구 용강동 285번지 용강제2구역재개발상가 ","서울특별시 마포구 토정로31길 23, 121동 지하1층107호 (용강동, 용강제2구역재개발상가)","04161","마포용강소곱창","2019-06-07 10:09:39","U","2019-06-11 02:40:00.0","한식","194847              ","448895              ","한식","","","","","","","","","","","","","","N","40","","",""
"3130000","3130000-101-2014-00628","20140805","","01","영업/정상","01","영업","","","","","","80.00","121070","서울특별시 마포구 용강동 502 래미안 마포 리버웰 ","서울특별시 마포구 토정로31길 23, 래미안 마포 리버웰 121동 102,103호 (용강동)","04161","술친구호프","2020-10-23 10:35:33","U","2020-10-25 02:40:00.0","호프/통닭","194792.946492694    ","448900.109548096    ","호프/통닭","","","","","","","","","","","","","","N","80","","",""
"3130000","3130000-101-2014-00629","20140805","","01","영업/정상","01","영업","","","","","","79.20","121839","서울특별시 마포구 서교동 485-1","서울특별시 마포구 동교로12길 13 (서교동, 1층일부)","04029","커피디지 합정점","2022-12-21 11:02:04","U","2021-11-01 22:03:00.0","호프/통닭","192200.403728896","450166.779199972","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00632","20140806","","01","영업/정상","01","영업","","","","","","98.71","121894","서울특별시 마포구 서교동 375-32 1층 ","서울특별시 마포구 월드컵북로1길 62, 1층 (서교동)","04031","진진","2022-01-10 12:12:45","U","2022-01-13 02:40:00.0","일식","192716.051742206    ","450159.223004791    ","일식","0","0","","","","0","0","0","0","0","","0","0","N","98.71","","",""
"3130000","3130000-101-2014-00633","2014-08-06","","01","영업/정상","01","영업","","","","","02 3249289","79.20","121-848","서울특별시 마포구 성산동 277-46","서울특별시 마포구 성산로4길 6, 1층 (성산동)","03965","비비큐(BBQ)치킨 성산점","2023-10-13 15:36:33","U","2022-10-30 23:05:00.0","통닭(치킨)","191742.325172487","451273.135934639","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00644","20140811","","01","영업/정상","01","영업","","","","","","41.49","121873","서울특별시 마포구 염리동 157-13번지 ","서울특별시 마포구 백범로24길 5-5 (염리동, 1층)","04149","오롯","2019-04-30 11:33:42","U","2019-05-02 02:40:00.0","호프/통닭","195095.781941984    ","449284.382739236    ","호프/통닭","","","","","","","","","","","","","","N","41.49","","",""
"3130000","3130000-101-2014-00647","20140811","","01","영업/정상","01","영업","","","","","","11.40","121868","서울특별시 마포구 연남동 487-422번지 ","서울특별시 마포구 연남로13길 1 (연남동, 1층일부)","03974","나도주스(NADO Juice)","2016-08-05 15:20:59","I","2018-08-31 23:59:59.0","까페","192609.629889011    ","451622.400936964    ","까페","","","","","","","","","","","","","","N","11.4","","",""
"3130000","3130000-101-2014-00652","20140813","","01","영업/정상","01","영업","","","","","","34.00","121829","서울특별시 마포구 상수동 336-16번지 1층 ","서울특별시 마포구 와우산로3길 34, 1층 (상수동)","04074","까리뇨","2015-12-23 16:00:23","I","2018-08-31 23:59:59.0","경양식","192954.329037977    ","449300.786640543    ","경양식","","","","","","","","","","","","","","N","31","","",""
"3130000","3130000-101-2014-00658","2014-08-13","","01","영업/정상","01","영업","","","","","","333.93","121-904","서울특별시 마포구 상암동 1603 (주)문화방송 2층일부(204호)","서울특별시 마포구 성암로 267 (상암동, (주)문화방송 2층일부(204호))","03925","더차이","2024-07-16 16:11:48","U","2023-12-06 23:08:00.0","중국식","190282.759163473","453213.198487908","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00660","20140814","","01","영업/정상","01","영업","","","","","02 4444442","47.77","121840","서울특별시 마포구 서교동 396-24번지 지1층일부 ","서울특별시 마포구 양화로6길 57-7 (서교동, 지1층일부)","04047","화규","2020-02-18 10:06:01","U","2020-02-20 02:40:00.0","일식","192642.411535808    ","449642.286477042    ","일식","","","","","","","","","","","","","","N","47.77","","",""
"3130000","3130000-101-2014-00661","2014-08-14","","01","영업/정상","01","영업","","","","","","46.20","121-846","서울특별시 마포구 성산동 208-1 1층일부(좌측)","서울특별시 마포구 월드컵북로12길 20 (성산동, 1층일부)","03978","와이제이비 컴퍼니","2023-04-25 16:25:06","U","2022-12-03 22:07:00.0","기타","192492.266937214","451064.698741733","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00664","2014-08-14","","01","영업/정상","01","영업","","","","","","16.50","121-010","서울특별시 마포구 아현동 741-3 1층일부","서울특별시 마포구 환일길 40 (아현동, 1층일부)","04203","민들레푸드","2023-10-11 15:31:35","U","2022-10-30 23:03:00.0","분식","196462.740666971","450264.634816272","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00668","20140819","","01","영업/정상","01","영업","","","","","","106.94","121883","서울특별시 마포구 합정동 414-20 지하1층","서울특별시 마포구 독막로 11, 지하1층 (합정동)","04046","벌트(Vurt)","2022-09-01 17:39:21","U","2021-12-09 00:03:00.0","호프/통닭","192399.621214988","449625.56688646","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00670","20140820","","01","영업/정상","01","영업","","","","","","75.54","121895","서울특별시 마포구 서교동 403-9 2층 ","서울특별시 마포구 어울마당로 43, 2층 (서교동)","04048","꿀벌","2022-02-28 10:52:33","U","2022-03-02 02:40:00.0","호프/통닭","192899.661153887    ","449646.520962462    ","호프/통닭","","","","","","","","","","","","","","N","75.54","","",""
"3130000","3130000-101-2014-00671","2014-08-20","","01","영업/정상","01","영업","","","","","","34.50","121-859","서울특별시 마포구 아현동 345-8 1층일부","서울특별시 마포구 신촌로30길 9 (아현동, 1층일부)","04115","즐겁다","2023-09-07 12:03:36","U","2022-12-09 00:09:00.0","한식","195706.75333782","450480.802410763","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00674","2014-08-20","","01","영업/정상","01","영업","","","","","","131.30","121-850","서울특별시 마포구 성산동 591-1 이안1차 101,102호","서울특별시 마포구 월드컵로 204 (성산동, 이안1차 101호, 102호)","03938","버거리 마포구청점","2024-02-14 11:39:15","U","2023-12-01 23:06:00.0","호프/통닭","191284.3945348","451460.53743524","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00680","2014-08-22","","01","영업/정상","01","영업","","","","","","29.00","121-830","서울특별시 마포구 상암동 33-4 1층일부","서울특별시 마포구 월드컵북로44길 25 (상암동, 1층일부)","03930","용수라면","2023-05-16 09:58:10","U","2022-12-04 23:08:00.0","한식","190727.41048952","452649.962814424","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00684","20140822","","01","영업/정상","01","영업","","","","","","64.80","121883","서울특별시 마포구 합정동 412-29번지 지1층 ","서울특별시 마포구 독막로3길 6, 지1층 (합정동)","04047","비앤비","2014-08-22 16:17:14","I","2018-08-31 23:59:59.0","호프/통닭","192561.815167375    ","449599.463746055    ","호프/통닭","","","","","","","","","","","","","","N","64.8","","",""
"3130000","3130000-101-2014-00687","2014-08-25","","01","영업/정상","01","영업","","","","","","43.74","121-899","서울특별시 마포구 동교동 185-18","서울특별시 마포구 신촌로 60, 1층 (동교동)","04057","후차이(HUCAI)","2023-10-06 15:10:08","U","2022-10-31 00:08:00.0","중국식","193967.235005782","450459.019380638","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00688","20140826","","01","영업/정상","01","영업","","","","","","81.39","121829","서울특별시 마포구 상수동 323-2번지 2층 ","서울특별시 마포구 독막로 72, 2층 (상수동)","04074","웨일펍","2018-12-24 13:33:16","U","2018-12-26 02:40:00.0","호프/통닭","192985.965862156    ","449485.488627384    ","호프/통닭","","","","","","","","","","","","","","N","81.39","","",""
"3130000","3130000-101-2014-00689","20140826","","01","영업/정상","01","영업","","","","","","372.68","121830","서울특별시 마포구 상암동 35-7 1,2층 ","서울특별시 마포구 월드컵북로44길 39, 1,2층 (상암동)","03930","(주)도시의어부","2020-11-19 11:14:17","U","2020-11-21 02:40:00.0","한식","190657.12050037     ","452693.357862505    ","한식","","","","","","","","","","","","","","N","372.68","","",""
"3130000","3130000-101-2014-00690","20140827","","01","영업/정상","01","영업","","","","","","47.40","121801","서울특별시 마포구 공덕동 105-72 ","서울특별시 마포구 마포대로14길 15, 1층 (공덕동, 일부)","04207","온드림숯불갈비","2022-01-13 10:50:05","U","2022-01-15 02:40:00.0","한식","196070.756048264    ","449587.676504203    ","한식","","","","","","","","","","","","","","N","47.4","","",""
"3130000","3130000-101-2014-00692","20140827","","01","영업/정상","01","영업","","","","","","60.06","121869","서울특별시 마포구 연남동 566-51번지 1층일부(우측) ","서울특별시 마포구 연남로3길 9 (연남동, 1층일부(우측))","03990","헬로인디아(Hello india)","2014-08-27 16:00:42","I","2018-08-31 23:59:59.0","기타","193037.576239726    ","451000.817737026    ","기타","","","","","","","","","","","","","","N","60.06","","",""
"3130000","3130000-101-2014-00693","2014-08-27","","01","영업/정상","01","영업","","","","","","97.00","121-895","서울특별시 마포구 서교동 407-25","서울특별시 마포구 잔다리로 9, 3층 (서교동)","04049","부엉이산장 홍대점2","2024-02-23 14:07:22","U","2023-12-01 22:05:00.0","한식","193035.427946082","449815.63152776","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00697","20140829","","01","영업/정상","01","영업","","","","","","105.33","121839","서울특별시 마포구 서교동 483-25번지 지1층 ","서울특별시 마포구 월드컵로8길 37-7, 지1층 (서교동)","04029","백팩커스파티","2014-08-29 09:45:00","I","2018-08-31 23:59:59.0","한식","192353.459042354    ","450158.562641521    ","한식","","","","","","","","","","","","","","N","105.33","","",""
"3130000","3130000-101-2014-00701","20140829","","01","영업/정상","01","영업","","","","","","111.44","121896","서울특별시 마포구 서교동 247-30번지 외1필지 1층일부 ","서울특별시 마포구 동교로19길 73 (서교동, 1층일부)","03999","아인(AHIN)","2019-10-15 17:21:16","U","2019-10-17 02:40:00.0","까페","192553.393698317    ","450685.775695233    ","까페","","","","","","","","","","","","","","N","111.44","","",""
"3130000","3130000-101-2014-00702","20140901","","01","영업/정상","01","영업","","","","","","67.47","121887","서울특별시 마포구 합정동 433-5번지 2층 ","서울특별시 마포구 동교로 42-1, 2층 (합정동)","04021","블루스 하우스","2020-04-14 14:24:48","U","2020-04-16 02:40:00.0","호프/통닭","191715.573846636    ","450038.944497758    ","호프/통닭","","","","","","","","","","","","","","N","67.47","","",""
"3130000","3130000-101-2014-00704","20140901","","01","영업/정상","01","영업","","","","","","23.14","121859","서울특별시 마포구 아현동 326-18번지 1층일부 ","서울특별시 마포구 신촌로34길 37 (아현동, 1층일부)","04116","와당김밥","2015-08-31 10:50:31","I","2018-08-31 23:59:59.0","한식","195957.526899719    ","450374.050174046    ","한식","","","","","","","","","","","","","","N","23.14","","",""
"3130000","3130000-101-2014-00705","20140901","","01","영업/정상","01","영업","","","","","","32.00","121820","서울특별시 마포구 망원동 57-156 ","서울특별시 마포구 월드컵로21길 55 (망원동)","04014","반했닭","2021-05-20 12:22:20","U","2021-05-22 02:40:00.0","한식","191741.653181748    ","450332.881125766    ","한식","","","","","","","","","","","","","","N","32","","",""
"3130000","3130000-101-2014-00706","20140901","","01","영업/정상","01","영업","","","","","","29.46","121835","서울특별시 마포구 상암동 1590번지 상암동 아이티타워 지하1층 127호 ","서울특별시 마포구 월드컵북로 434 (상암동, 상암동 아이티타워 지하1층 127호)","03922","돈카","2016-10-10 15:28:14","I","2018-08-31 23:59:59.0","한식","189857.566447564    ","453271.198852486    ","한식","","","","","","","","","","","","","","N","29.46","","",""
"3130000","3130000-101-2014-00708","20140902","","01","영업/정상","01","영업","","","","","","419.90","121895","서울특별시 마포구 서교동 401-5 1층, 2층, 3층 ","서울특별시 마포구 독막로7길 22 (서교동, 1층, 2층, 3층)","04048","주식회사 개화기요정","2020-11-19 17:00:05","U","2020-11-21 02:40:00.0","한식","192793.226192904    ","449620.078613698    ","한식","","","","","","","","","","","","","","Y","419.9","","",""
"3130000","3130000-101-2014-00710","20140902","","01","영업/정상","01","영업","","","","","","25.02","121830","서울특별시 마포구 상암동 33-4번지 ","서울특별시 마포구 월드컵북로44길 25, 지하1층 (상암동)","03930","이스트앤드","2014-09-02 13:55:47","I","2018-08-31 23:59:59.0","한식","190727.41048952     ","452649.962814424    ","한식","","","","","","","","","","","","","","N","25.02","","",""
"3130000","3130000-101-2014-00713","2014-09-02","","01","영업/정상","01","영업","","","","","","32.76","121-904","서울특별시 마포구 상암동 1654","서울특별시 마포구 월드컵북로 375, 110호 (상암동, DMC이안상암1단지)","03908","구십이도","2024-01-18 14:35:04","U","2023-11-30 22:00:00.0","까페","190268.350708409","452810.742674992","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2014-00720","20140903","","01","영업/정상","01","영업","","","","","","33.06","121829","서울특별시 마포구 상수동 339-9번지 ","서울특별시 마포구 토정로 105 (상수동)","04074","곤","2014-09-03 18:20:01","I","2018-08-31 23:59:59.0","한식","193089.961413965    ","449219.144306087    ","한식","","","","","","","","","","","","","","N","33.06","","",""
"3130000","3130000-101-2014-00722","20140904","","01","영업/정상","01","영업","","","","","","106.68","121180","서울특별시 마포구 당인동 25-22번지 ","서울특별시 마포구 와우산로3길 50, 1,2층 (당인동)","04074","당인식당","2019-05-23 15:35:10","U","2019-05-25 02:40:00.0","한식","192878.850105574    ","449264.255993795    ","한식","","","","","","","","","","","","","","N","106.68","","",""
"3130000","3130000-101-2014-00723","20140904","","01","영업/정상","01","영업","","","","","02  337 3066","183.39","121805","서울특별시 마포구 공덕동 384-19번지 ","서울특별시 마포구 마포대로7길 11, 지층 (공덕동, 용진빌딩)","04145","홍박아구찜","2014-09-04 11:26:13","I","2018-08-31 23:59:59.0","한식","195690.975195343    ","449399.117854953    ","한식","","","","","","","","","","","","","","N","183.39","","",""
"3130000","3130000-101-2014-00729","20140911","","01","영업/정상","01","영업","","","","","","63.00","121893","서울특별시 마포구 서교동 366-10 1층 ","서울특별시 마포구 잔다리로6길 34, 1층 (서교동)","04042","로타리치킨홍대상회","2021-03-09 12:24:40","U","2021-03-11 02:40:00.0","호프/통닭","192947.177993587    ","449996.758766908    ","호프/통닭","","","","","","","","","","","","","","N","63","","",""
